2024-06-05 15:40:03 | DEB | Consider installing rusty-rlp to improve pyrlp performance with a rust basedbackend. Not currently functional for Python 3.11
2024-06-05 15:40:03 | INF | Database: table 'users' has been connected!
2024-06-05 15:40:03 | INF | Database: table 'channels' has been connected!
2024-06-05 15:40:03 | INF | Thread: Sending process has been started!
2024-06-05 15:40:03 | DEB | Using proactor: IocpProactor
2024-06-05 15:40:03 | DEB | Make request: "getMe" with data: "{}" and files "None"
2024-06-05 15:40:04 | DEB | Response for getMe: [200] "'{"ok":true,"result":{"id":6992604156,"is_bot":true,"first_name":"ETH Gas Monitoring Bot","username":"tokito_gasbot","can_join_groups":true,"can_read_all_group_messages":false,"supports_inline_queries":false,"can_connect_to_business":false}}'"
2024-06-05 15:40:04 | INF | Bot: ETH Gas Monitoring Bot [@tokito_gasbot]
2024-06-05 15:40:04 | DEB | Make request: "getWebhookInfo" with data: "{}" and files "None"
2024-06-05 15:40:04 | DEB | Response for getWebhookInfo: [200] "'{"ok":true,"result":{"url":"","has_custom_certificate":false,"pending_update_count":0}}'"
2024-06-05 15:40:04 | DEB | Make request: "deleteWebhook" with data: "{'drop_pending_updates': True}" and files "None"
2024-06-05 15:40:04 | DEB | Response for deleteWebhook: [200] "'{"ok":true,"result":true,"description":"Webhook is already deleted"}'"
2024-06-05 15:40:04 | WAR | Updates were skipped successfully.
2024-06-05 15:40:04 | DEB | Make request: "setMyCommands" with data: "{'commands': '[{"command": "/menu", "description": "настройки"}, {"command": "/help", "description": "поддержка"}]'}" and files "None"
2024-06-05 15:40:04 | DEB | Response for setMyCommands: [200] "'{"ok":true,"result":true}'"
2024-06-05 15:40:04 | DEB | ETH Gas Monitoring Bot has been started!
2024-06-05 15:40:04 | INF | Start polling.
2024-06-05 15:40:04 | DEB | Make request: "getWebhookInfo" with data: "{}" and files "None"
2024-06-05 15:40:04 | DEB | Response for getWebhookInfo: [200] "'{"ok":true,"result":{"url":"","has_custom_certificate":false,"pending_update_count":0}}'"
2024-06-05 15:40:04 | DEB | Make request: "getUpdates" with data: "{'timeout': 20}" and files "None"
2024-06-05 15:40:24 | DEB | Response for getUpdates: [200] "'{"ok":true,"result":[]}'"
2024-06-05 15:40:25 | DEB | Make request: "getUpdates" with data: "{'timeout': 20}" and files "None"
2024-06-05 15:40:45 | DEB | Response for getUpdates: [200] "'{"ok":true,"result":[]}'"
2024-06-05 15:40:45 | DEB | Make request: "getUpdates" with data: "{'timeout': 20}" and files "None"
2024-06-05 15:41:05 | DEB | Response for getUpdates: [200] "'{"ok":true,"result":[]}'"
2024-06-05 15:41:05 | DEB | Make request: "getUpdates" with data: "{'timeout': 20}" and files "None"
2024-06-05 15:41:25 | DEB | Response for getUpdates: [200] "'{"ok":true,"result":[]}'"
2024-06-05 15:41:25 | DEB | Make request: "getUpdates" with data: "{'timeout': 20}" and files "None"
2024-06-05 15:41:46 | DEB | Response for getUpdates: [200] "'{"ok":true,"result":[]}'"
2024-06-05 15:41:46 | DEB | Make request: "getUpdates" with data: "{'timeout': 20}" and files "None"
2024-06-05 15:42:06 | DEB | Response for getUpdates: [200] "'{"ok":true,"result":[]}'"
2024-06-05 15:42:06 | DEB | Make request: "getUpdates" with data: "{'timeout': 20}" and files "None"
2024-06-05 15:42:16 | DEB | Response for getUpdates: [200] "'{"ok":true,"result":[{"update_id":722902965,\n"message":{"message_id":1988,"from":{"id":868320310,"is_bot":false,"first_name":"Egor","last_name":"Bakhmutov","username":"wndrflp","language_code":"ru","is_premium":true},"chat":{"id":868320310,"first_name":"Egor","last_name":"Bakhmutov","username":"wndrflp","type":"private"},"date":1717591336,"text":"/menu","entities":[{"offset":0,"length":5,"type":"bot_command"}]}}]}'"
2024-06-05 15:42:16 | DEB | Received 1 updates.
2024-06-05 15:42:16 | DEB | Make request: "sendMessage" with data: "{'chat_id': 868320310, 'text': '*Hello, this is the ETH Gas Monitoring Bot menu!*\n\nThis is where you can customize the bot.', 'parse_mode': 'markdown', 'reply_markup': '{"inline_keyboard": [[{"text": "Intervals", "callback_data": "set_interval"}], [{"text": "Language", "callback_data": "set_language"}, {"text": "Turn off", "callback_data": "turn_on_off"}]]}'}" and files "None"
2024-06-05 15:42:16 | DEB | Make request: "getUpdates" with data: "{'offset': 722902966, 'timeout': 20}" and files "None"
2024-06-05 15:42:16 | DEB | Response for sendMessage: [200] "'{"ok":true,"result":{"message_id":1989,"from":{"id":6992604156,"is_bot":true,"first_name":"ETH Gas Monitoring Bot","username":"tokito_gasbot"},"chat":{"id":868320310,"first_name":"Egor","last_name":"Bakhmutov","username":"wndrflp","type":"private"},"date":1717591336,"text":"Hello, this is the ETH Gas Monitoring Bot menu!\\n\\nThis is where you can customize the bot.","entities":[{"offset":0,"length":47,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"Intervals","callback_data":"set_interval"}],[{"text":"Language","callback_data":"set_language"},{"text":"Turn off","callback_data":"turn_on_off"}]]}}}'"
